ID,Name,Description,Concepticon_ID,glosses,count_datasets,count_variables
2336,OF THIS KIND (SUCH),"In this way, such, etc.",2336,"{""english"": [""so"", ""so (like that)""], ""german"": [""so""], ""russian"": [""\u0442\u0430\u043a""], ""chinese"": [""\u9019\u9ebd""]}",20,109
2339,NEED (SOMETHING),Feeling the desire or the urge for something.,2339,"{""english"": [""na"", ""need"", ""need (v)"", ""need (v.)"", ""need to"", ""to need"", ""want / need""], ""chinese"": [""\u8981""], ""french"": [""avoir besoin""], ""german"": [""bed\u00fcrfen"", ""ben\u00f6tigen"", ""brauchen""]}",24,144
234,PADDLE,"A pole with a blade at one or both ends, the pole itself being not attached to the boat but held by both hands, used to row or steer a boat.",234,"{""english"": [""paddle"", ""paddle (n)"", ""paddle (n.)"", ""paddle (noun)"", ""the paddle""], ""french"": [""pagaie""], ""portuguese"": [""remo""], ""russian"": [""\u0432\u0435\u0441\u043b\u043e (\u0431\u0430\u0439\u0434\u0430\u0440\u043e\u0447\u043d\u044b\u0439 \u0433\u0440\u0435\u0431\u043e\u043a)""], ""spanish"": [""remo"", ""remo corto""]}",26,160
2340,SUNNY,Full of sunshine (mostly referring to a sunny day).,2340,"{""english"": [""clear, be (weather) / sunny"", ""sunny""], ""chinese"": [""\u5929\u6674"", ""\u6674"", ""\u6674(\u5929)""]}",26,171
2341,CLOUDY,Full of clouds (mostly referring to a cloudy day).,2341,"{""english"": [""cloudy"", ""cloudy, be (sky) / overcast"", ""overcast""], ""chinese"": [""\u5929\u9634"", ""\u9634"", ""\u9634(\u5929)""], ""german"": [""tr\u00fcb""]}",27,164
2344,PETROL,"A transparent, petroleum-derived liquid that is used primarily as a fuel in internal combustion engines.",2344,"{""chinese"": [""\u6c7d\u6cb9""], ""english"": [""petrol""]}",25,177
2348,CRAB,"Decapod crustaceans of the infraorder Brachyura, which typically have a very short projecting tail (abdomen) (Greek: βραχύς / brachys = short, οὐρά / οura = tail), usually entirely hidden under the thorax.",2348,"{""chinese"": [""\u8783\u87f9""], ""english"": [""crab""], ""russian"": [""\u0440\u0430\u043a\u044a""], ""german"": [""krabbe"", ""krebs""], ""french"": [""crabe"", ""ecrevi\u00df\u00dfe""], ""spanish"": [""cangrejo""], ""portuguese"": [""carangueijo""]}",39,233
2349,SHRIMP,"Refers to some decapod crustaceans, although the exact animals covered can vary. Used broadly, it may cover any of the groups with elongated bodies and a primarily swimming mode of locomotion – chiefly Caridea and Dendrobranchiata.",2349,"{""chinese"": [""\u867e"", ""\u8766""], ""english"": [""prawn or shrimp"", ""shrimp""], ""french"": [""crevette"", ""crevette ""], ""portuguese"": [""camar\u00e3o""], ""german"": [""camar\u00e3o""]}",29,175
2351,SILKWORM,The larva or caterpillar of the domesticated silkmoth (Bombyx mori).,2351,"{""english"": [""silkworm""], ""chinese"": [""\u8695"", ""\u8836""], ""french"": [""ver \u00e0 soie""], ""russian"": [""\u0448\u0435\u043b\u043a\u043e\u043f\u0440\u044f\u0434""], ""spanish"": [""gusano de seda""]}",14,84
2353,CICADA,"Insects in the order Hemiptera, suborder Auchenorrhyncha.",2353,"{""english"": [""cicada""], ""chinese"": [""\u87ec""], ""french"": [""cigale""], ""portuguese"": [""cigarra""]}",11,38
2355,GECKO,"Lizards belonging to the infraorder Gekkota, found in warm climates throughout the world.",2355,"{""chinese"": [""\u58c1\u864e""], ""english"": [""gecko"", ""house lizard (gecko)""], ""french"": [""gecko"", ""margouillat""]}",13,74
236,STEPMOTHER,"The wife of one's biological father, other than one's biological mother.",236,"{""english"": [""step mother"", ""stepmother"", ""stepmother (younger than birth mother) (note:+older_than_biological_mother)"", ""the stepmother""], ""chinese"": [""\u5f8c\u6bcd"", ""\u7ee7\u6bcd"", ""\u7ee7\u6bcd ((\u6bd4\u751f\u6bcd\u5927\u7684)~)""], ""french"": [""belle-m\u00e8re""], ""portuguese"": [""madrasta""], ""russian"": [""\u043c\u0430\u0447\u0435\u0445\u0430""], ""spanish"": [""madrastra""]}",26,157
2362,BRAN,The hard outer layers of cereal grain. It consists of the combined aleurone and pericarp.,2362,"{""english"": [""bran"", ""wheat bran""], ""chinese"": [""\u7ec6\u7ce0"", ""\u9ea6\u9eb8"", ""\u9ea9\u5b50""]}",19,101
2365,RADISH,An edible root vegetable of the Brassicaceae family that was domesticated in Europe in pre-Roman times.,2365,"{""english"": [""raddish"", ""radish""], ""chinese"": [""\u841d\u535c"", ""\u863f\u8514""], ""german"": [""radieschen""], ""spanish"": [""r\u00e1bano""]}",23,129
2367,MANDARINE,A small citrus tree with fruit resembling other oranges. Mandarin oranges are usually eaten plain or in fruit salads.,2367,"{""english"": [""mandarin"", ""mandarine"", ""tangerine""], ""chinese"": [""\u6854\u5b50""], ""german"": [""mandarine""], ""spanish"": [""clementina"", ""mandarina""], ""russian"": [""\u043c\u0430\u043d\u0434\u0430\u0440\u0438\u043d""]}",19,129
237,STEPFATHER,"The husband of one's biological mother, other than one's biological father.",237,"{""english"": [""step father"", ""stepfather"", ""stepfather (younger than birth father) (note:+older_than_biological_father)"", ""the stepfather""], ""chinese"": [""\u7ee7\u7236 ((\u6bd4\u751f\u7236\u5927\u7684)~)""], ""french"": [""beau-p\u00e8re""], ""portuguese"": [""padrasto""], ""russian"": [""\u043e\u0442\u0447\u0438\u043c""], ""spanish"": [""padrastro""]}",25,149
2371,BREADFRUIT,"A species of flowering tree in the mulberry family, Moraceae originating in the South Pacific and that was eventually spread to the rest of Oceania.",2371,"{""english"": [""breadfruit""], ""german"": [""brodfrucht""]}",9,58
238,PRAWNS,A decapod crustacean of the suborder Dendrobranchiata.,238,"{""spanish"": [""gamba""], ""english"": [""prawn""]}",20,132
2390,PECCARY,"The collared peccary (Pecari tajacu) is a species of mammal in the family Tayassuidae found in North, Central, and South America.",2390,"{""english"": [""peccary""]}",4,23
2393,JOURNEY,Moving from one place to the other or moving around without.,2393,"{""english"": [""journey"", ""journey, trip (n)"", ""journey, trip (n.)"", ""to travel""], ""french"": [""la tour"", ""voyage""], ""chinese"": [""\u65c5\u7a0b"", ""\u8def\u9014""], ""german"": [""reise""], ""russian"": [""\u043f\u0443\u0442\u0435\u0448\u0435\u0441\u0442\u0432\u0438\u0435""], ""spanish"": [""viaje (ruta)""]}",32,225
2395,CONGEAL (BLOOD),The process by which frech blood gets dry and hard.,2395,"{""english"": [""coagulate"", ""coagulate (of blood)"", ""coagulate, clot"", ""solidify / congeal"", ""to coagulate, curdle""], ""chinese"": [""\u51dd\u56fa""], ""french"": [""coaguler, cailler""]}",11,64
2397,LOBSTER,"Clawed lobsters comprise a family (Nephropidae, sometimes also Homaridae) of large marine crustaceans.",2397,"{""english"": [""lobster""], ""french"": [""homard""], ""spanish"": [""langosta""]}",25,145
2398,MANGO,The fruit from the Mango tree.,2398,"{""english"": [""*mango"", ""mango"", ""mango (fruit)""], ""german"": [""mango""], ""chinese"": [""\u8292\u679c""], ""russian"": [""\u043c\u0430\u043d\u0433\u043e""]}",26,167
2400,THEIR,Belonging to the third person that is addressed (of many people).,2400,"{""english"": [""[gen] their"", ""their"", ""their (pronoun p:3p)"", ""theirs""], ""german"": [""ihr (mehrerer)"", ""ihr, ihrs""]}",21,115
2401,PICTURE,A photograph or a painting.,2401,"{""english"": [""picture"", ""picture, shape, form""], ""spanish"": [""cuadro""], ""french"": [""tableau""], ""chinese"": [""\u753b\u9762""]}",33,256
2402,ROBIN,"The European robin (Erithacus rubecula), most commonly known in Anglophone Europe simply as the robin, is a small insectivorous passerine bird, specifically a chat, that was formerly classed as a member of the thrush family (Turdidae), but is now considered to be an Old World flycatcher.",2402,"{""english"": [""robin""], ""german"": [""rotkehlchen""], ""spanish"": [""petirrojo""]}",21,132
2405,CHRISTMAS,"Christmas or Christmas Day (Old English: Crīstesmæsse, meaning Christ's Mass) is an annual festival commemorating the birth of Jesus Christ, observed most commonly on December 25 as a religious and cultural celebration among billions of people around the world.",2405,"{""english"": [""christmas""]}",21,140
2406,HOME,The place where one lives.,2406,"{""english"": [""home"", ""house, residence""], ""chinese"": [""\u5bb6""], ""german"": [""heim"", ""heimat""], ""russian"": [""\u0434\u043e\u043c""], ""spanish"": [""casa"", ""domicilio""], ""french"": [""maison""]}",38,220
241,TREE STUMP,A small remaining portion of the trunk of a tree with the roots still in the ground.,241,"{""english"": [""stump"", ""stump (of tree)"", ""stump (tree)"", ""the tree stump"", ""tree stump""], ""russian"": [""\u043f\u0435\u043d\u044c""], ""german"": [""stumpf""], ""french"": [""souche"", ""souche d'arbre"", ""tronc""], ""portuguese"": [""toco""], ""spanish"": [""toc\u00f3n, cepa""]}",30,178
2411,HURT (SOMEBODY),Imposing pain on somebody else.,2411,"{""english"": [""*hurt"", ""give pain, hurt"", ""hurt"", ""hurt (not physically)"", ""to hurt""], ""chinese"": [""\u4f24\u5bb3"", ""\u75db""], ""french"": [""blesser"", ""faire mal""], ""german"": [""verletzen, verwunden""], ""russian"": [""\u0443\u0448\u0438\u0431\u0438\u0442\u044c (\u043f\u043e\u0432\u0440\u0435\u0434\u0438\u0442\u044c)""], ""spanish"": [""herir""]}",34,180
242,COST,To be priced at.,242,"{""english"": [""cost"", ""price,cost"", ""to cost""], ""chinese"": [""\u4ef7\u94b1""]}",26,150
2422,SOMEONE,An unspecified person.,2422,"{""english"": [""others"", ""others / miscellaneous"", ""someone"", ""someone ""], ""chinese"": [""\u5176\u4ed6"", ""\u522b\u4eba""], ""german"": [""jemand""]}",18,103
2441,CASHEW,A tropical evergreen tree that produces the cashew seed and the cashew apple.,2441,"{""english"": [""cashew""], ""portuguese"": [""caju""]}",10,73
2444,KINGFISHER,A group of small to medium-sized brightly colored birds in the order Coraciiformes.,2444,"{""english"": [""king fisher"", ""king-fisher"", ""kingfisher"", ""kookaburra""], ""french"": [""martin p\u00eacheur""], ""german"": [""eisvogel""], ""portuguese"": [""guarda-rios / martim-pescador""]}",13,66
2445,PAPAYA,"The fruit of the plant Carica papaya, and is one of the 22 accepted species in the genus Carica of the plant family Caricaceae.",2445,"{""english"": [""papaya"", ""papaya (fruit)"", ""pawpaw"", ""pawpaw, papaya""], ""chinese"": [""\u6728\u74dc""], ""french"": [""papaye""], ""german"": [""papaya""], ""portuguese"": [""mam\u00e3o""]}",15,98
2447,WOODPECKER,"Part of the Picidae family, a group of near-passerine birds that also consist of piculets, wrynecks, and sapsuckers.",2447,"{""chinese"": [""\u5544\u6728\u9e1f""], ""english"": [""woodpecker"", ""woodpecker (red-head)""], ""german"": [""specht""], ""spanish"": [""picamadero""], ""russian"": [""\u0434\u044f\u0442\u0435\u043b""], ""portuguese"": [""pica-pau""]}",20,126
2451,FOURTEEN,The natural number fourteen (14).,2451,"{""chinese"": [""\u5341\u56db""], ""english"": [""14"", ""fourteen"", ""fourteen (14)""], ""french"": [""quatorze (14)""], ""german"": [""14"", ""vierzehn""]}",16,108
2452,PURPLE,Having purple as its color.,2452,"{""english"": [""colour term purple"", ""purple"", ""violet, purple""], ""chinese"": [""\u7d2b"", ""\u7d2b\u8272""], ""french"": [""turquoise""], ""german"": [""lila""], ""russian"": [""\u0433\u043e\u043b\u0443\u0431\u043e\u0439""], ""spanish"": [""turquesa""]}",33,214
2453,SEVENTEEN,The natural number seventeen (17).,2453,"{""chinese"": [""\u5341\u4e03""], ""english"": [""17"", ""seventeen"", ""seventeen (17)""], ""german"": [""siebzehn""], ""french"": [""dix-sept (17)""]}",15,104
2454,SIXTEEN,The natural number sixteen (16).,2454,"{""chinese"": [""\u5341\u516d""], ""english"": [""16"", ""sixteen"", ""sixteen (16)""], ""german"": [""sechszehn"", ""sechzehn""], ""french"": [""seize"", ""seize (16)""]}",20,125
2459,GRINDSTONE,A grindstone is a round sharpening stone used for grinding or sharpening ferrous tools.,2459,"{""english"": [""grinding stone"", ""grindstone"", ""pounder"", ""pounder, beater, small mortar""], ""chinese"": [""\u77f3\u78e8""], ""french"": [""pierre \u00e0 moudre""], ""german"": [""schleifstein""]}",17,103
246,THRUST,To push forcefully.,246,"{""english"": [""thrust"", ""to thrust (into)""]}",23,139
2465,DISGUST,The feeling that one gets when seeing something rotten.,2465,"{""english"": [""disgust""], ""chinese"": [""\u538c\u6076""], ""russian"": [""\u043e\u0442\u0432\u0440\u0430\u0449\u0435\u043d\u0438\u0435""], ""german"": [""ekel""]}",29,175
2469,AGAINST,In opposite direction to.,2469,"{""english"": [""against""], ""french"": [""contre""], ""german"": [""gegen""]}",19,98
2470,DEAR,Beloved or loved.,2470,"{""english"": [""dear"", ""dear (= beloved)""], ""german"": [""lieb""], ""russian"": [""dorogoj"", ""\u043c\u0438\u043b\u044b\u0439""]}",31,184
2472,"SUCKLE (BREASTFEED, NURSE)",Giving milk to babies and young children with milk from a woman's breast.,2472,"{""english"": [""breastfeed / suckle"", ""nurse"", ""nurse, suckle (baby) (tr)"", ""nurse, suckle (baby) (tr.)"", ""suckle"", ""suckle/suck on breast for milk (v)"", ""to suck at breast"", ""to suck(le), nurse; breast""], ""chinese"": [""\u5582(~\u5976)""], ""french"": [""t\u00e9ter, allaiter"", ""t\u00eater""], ""german"": [""stillen"", ""s\u00e4ugen""]}",12,63
2473,HIS (GENITIVE OF HE),Belonging to the male third person.,2473,"{""english"": [""[gen] his"", ""his""], ""german"": [""sein"", ""sein, seins""]}",15,75
2474,HER (GENITIVE OF SHE),Belonging to the female third person.,2474,"{""english"": [""[gen] her"", ""her""], ""german"": [""ihr"", ""ihr, ihrs""]}",13,77
2475,MALE GOAT,A male goat.,2475,"{""english"": [""buck"", ""goat (male)"", ""he goat"", ""he-goat"", ""he-goat, billy goat"", ""male goat"", ""the he-goat""], ""french"": [""bouc""], ""portuguese"": [""bode""], ""russian"": [""\u043a\u043e\u0437\u0435\u043b""], ""spanish"": [""chivo, macho cabr\u00edo""], ""german"": [""ziegenbock""]}",16,115
2477,YAK,"A long-haired bovid found throughout the Himalaya region of southern Central Asia, the Tibetan Plateau and as far north as Mongolia and Russia.",2477,"{""english"": [""yak"", ""yak (male)""], ""chinese"": [""\u7266\u725b""]}",18,107
2482,TOGETHER,In proximity to each other (of two things).,2482,"{""english"": [""(be) together"", ""*together"", ""together"", ""together with""], ""chinese"": [""\u4e00\u8d77"", ""\u4e00\u8d77\uff0c\u540c\uff08\u201c\u6211\u4eec\u4e00\u8d77\u53bb\u201d\uff09""], ""german"": [""zusammen""], ""russian"": [""\u0432\u043c\u0435\u0441\u0442\u0435""], ""french"": [""(\u00eatre) ensemble"", ""ensemble""]}",28,139
2486,HIDE,"To put oneself in a place where one cannot be found, or an object so that the object is hidden.",2486,"{""english"": [""*hide"", ""hide"", ""hide (self, sth.)"", ""hide (to)"", ""hide (v)"", ""hide (vb.)"", ""hide it (v)"", ""hide oneself"", ""hiding"", ""to hide""], ""chinese"": [""\u85cf"", ""\u8eb2"", ""\u8eb2\u85cf"", ""\u9690\u85cf""], ""portuguese"": [""esconder""]}",35,192
2489,ABACUS,"A calculating tool that was in use centuries before the adoption of the written modern numeral system and is still widely used by merchants, traders and clerks in Asia, Africa, and elsewhere.",2489,"{""chinese"": [""\u7b97\u76e4""], ""english"": [""abacus""], ""spanish"": [""\u00e1baco""]}",12,78
2495,ELEPHANT TUSK,The tusks (incisors) of an elephant.,2495,"{""english"": [""(elephant) tusk"", ""elephant task"", ""elephant tusk"", ""elephant's tusk"", ""tusk"", ""tusks""], ""french"": [""d\u00e9fense (d'\u00e9l\u00e9phant)""]}",6,26
2497,RATTAN,Material from rattan palms which is used to create furniture.,2497,"{""english"": [""cane / vine (tendrilled) (note:+bamboo)"", ""cane, rattan"", ""cane/rattan"", ""rattan""], ""chinese"": [""\u85e4\u5b50"", ""\u85e4\u5b50 (\u85e4\u7af9)""]}",14,64
2498,OPIUM,The dried latex obtained from the opium poppy.,2498,"{""english"": [""opium""], ""chinese"": [""\u9e26\u7247""]}",18,112
2499,KAPOK TREE,"Either the Bombax ceiba (tree with red flowers), or the Calotropis procera, or the Ceiba pentandra.",2499,"{""english"": [""kapok"", ""silk-cotton tree, kapok tree""], ""french"": [""kapokier""]}",6,28
2500,GINGER,A herbaceous perennial which grows annual stems about a meter tall bearing narrow green leaves and yellow flowers.,2500,"{""english"": [""ginger""], ""chinese"": [""\u59dc"", ""\u751f\u59dc""], ""german"": [""ingwer""]}",26,148
2501,RICE HUSK,The husk of rice seeds.,2501,"{""english"": [""*rice husk"", ""husk"", ""rice husk""], ""chinese"": [""\u7a3b\u58f3"", ""\u7c97\u7ce0""]}",18,110
2502,GONG,"An African, East and South East Asian musical percussion instrument that takes the form of a flat, circular metal disc which is hit with a mallet.",2502,"{""english"": [""gong"", ""gongs""], ""chinese"": [""\u94dc\u9523"", ""\u9523""]}",18,81
2503,LAUNDER (WASH CLOTHES),To remove dirt from clothes.,2503,"{""chinese"": [""\u6d17(\u8863\u670d)"", ""\u6d17\uff08\u8863\u670d\uff09"", ""\u6d17\uff08\u8863\uff09""], ""english"": [""*launder"", ""launder"", ""to launder"", ""to wash (clothes)"", ""to wash(clothes)*"", ""wash (clothes)""], ""french"": [""laver (linge)""], ""german"": [""kleider reinigen""]}",17,121
2507,DISGUSTING,Creating disgust in somebody.,2507,"{""english"": [""disgusting""]}",23,153
251,SHARPEN (SOMETHING),To make sharp or sharper.,251,"{""english"": [""rub; sharpen"", ""sharpen"", ""sharpen (knife)"", ""sharpen (something)"", ""sharpen a bow"", ""sharpen a point"", ""sharpen, bring to point (arrow)"", ""sharpen, grind"", ""to sharpen"", ""to sharpen a knife"", ""to whet"", ""whet (a knife)"", ""whet (vt)""], ""chinese"": [""\u78e8 (\u78e8\u5200)"", ""\u78e8(\u5200)"", ""\u78e8\uff08\u5200\uff09""], ""german"": [""schleifen"", ""sch\u00e4rfen""], ""russian"": [""\u0442\u043e\u0447\u0438\u0442\u044c""], ""spanish"": [""afilar""], ""french"": [""aiguiser"", ""aiguiser (couteau)"", ""aiguiser (fl\u00e8che)""], ""portuguese"": [""afiar""]}",36,235
2510,PORCUPINE,"Rodents with a coat of sharp spines, or quills, that protect against predators.",2510,"{""english"": [""porcupine""], ""chinese"": [""\u8c6a\u732a"", ""\u8c6a\u732a/\u7bad\u732a"", ""\u8c6a\u732a\uff08\u7bad\u732a\uff09""], ""french"": [""porc-\u00e9pic""], ""spanish"": [""puercoesp\u00edn""], ""german"": [""stachelschwein""], ""portuguese"": [""porco espinho""]}",17,112
2517,CROWDED,Full of people.,2517,"{""english"": [""crowded""], ""chinese"": [""\u62e5\u6324""]}",18,121
2518,HEARING (AURAL SENSE),The sense that enables to perceive sounds.,2518,"{""russian"": [""\u0441\u043b\u0443\u0445"", ""\u0441\u043b\u0443\u0445\u044a""], ""german"": [""geh\u00f6r""], ""french"": [""ou\u00efe""], ""english"": [""hearing"", ""hearing (sb.)""]}",19,118
2531,BROAD,Having a large width.,2531,"{""english"": [""broad"", ""spacious / commodious"", ""wide""], ""chinese"": [""\u5bbd\u5e7f"", ""\u5bbd\u655e"", ""\u5bec"", ""\u5e7f"", ""\u5ee3""], ""russian"": [""\u0448\u0438\u0440\u043e\u043a\u0438\u0439"", ""\u0448\u0438\u0440\u043e\u043a\u043e""], ""german"": [""breit""], ""french"": [""large"", ""vaste""], ""spanish"": [""ancho""]}",32,208
2532,TORNADO,"A violently rotating column of air that is in contact with both the surface of the earth and a cumulonimbus cloud or, in rare cases, the base of a cumulus cloud.",2532,"{""russian"": [""\u0432\u0438\u0445\u0440\u044c""], ""german"": [""wirbelwind""], ""french"": [""tourbillon""], ""english"": [""tornado""]}",23,150
2539,PIT (POTHOLE),A naturally formed or excavated hole in the ground.,2539,"{""english"": [""pit"", ""pit (pothole)""], ""chinese"": [""\u5751"", ""\u5751(\u5c0f)""], ""german"": [""grube""], ""russian"": [""\u044f\u043c\u0430""], ""french"": [""fosse"", ""fo\u00df\u00dfe""]}",31,175
2540,LIME (MATERIAL),"A calcium-containing inorganic material in which carbonates, oxides and hydroxides predominate.",2540,"{""english"": [""lime"", ""lime (for betelnut)"", ""lime, whitewash""], ""chinese"": [""\u77f3\u7070""], ""russian"": [""\u0438\u0437\u0432\u0435\u0441\u0442\u044c""], ""german"": [""kalk""], ""french"": [""chaux""]}",31,189
2543,RAVEN,"One of several larger-bodied members of the genus Corvus. These species do not form a single taxonomic group within the genus, but share similar characteristics and appearances that generally separate them from other crows.",2543,"{""english"": [""raven""], ""russian"": [""\u0432\u043e\u0440\u043e\u043d\u044a""], ""german"": [""rabe""], ""french"": [""corbeau""], ""spanish"": [""corneja""]}",28,173
2544,SHEPHERD,The person that watches over sheep.,2544,"{""english"": [""shepherd"", ""shepherd (v.)"", ""shepherd boy""], ""chinese"": [""\u7267\u7ae5""], ""russian"": [""\u043f\u0430\u0441\u0442\u0443\u0445\u044a""], ""german"": [""hirt"", ""hirte""], ""french"": [""berger""]}",24,152
2566,GELDING,A castrated stallion.,2566,"{""english"": [""gelding""]}",9,57
2567,CAPON,A castrated rooster.,2567,"{""chinese"": [""\u95b9\u96de""], ""english"": [""capon""]}",7,30
2569,BUTCHER,A person who produces meat.,2569,"{""english"": [""butcher"", ""butcher (n)"", ""butcher (n.)""], ""french"": [""boucher""], ""german"": [""fleischer""], ""chinese"": [""\u5c60\u592b""]}",27,156
257,WORSHIP,To show devotion and obeisance to.,257,"{""english"": [""to adore, worship"", ""to worship"", ""worship"", ""worship / make obeisance"", ""worship idols""], ""chinese"": [""\u62dc(~\u83e9\u8428)""], ""french"": [""v\u00e9n\u00e9rer, adorer""], ""portuguese"": [""adorar""], ""russian"": [""\u043f\u043e\u043a\u043b\u043e\u043d\u044f\u0442\u044c\u0441\u044f""], ""spanish"": [""adorar, culto""]}",30,186
2571,TRY (TEST),"To put something to trial, to test whether something works as expected.",2571,"{""english"": [""tempt; test; try\u00b9 (= make trial of, test)"", ""test""], ""german"": [""pr\u00fcfen""]}",21,142
2576,ALREADY,Prior to a specified point in time.,2576,"{""english"": [""already""], ""german"": [""schon"", ""schon, vorl\u00e4ngst""], ""russian"": [""\u0443\u0436\u0435""], ""chinese"": [""\u5df2"", ""\u5df2\u7ecf"", ""\u5df3\u7d93""], ""french"": [""d\u00e9j\u00e0""]}",19,102
2577,YET,Up to a particular time.,2577,"{""english"": [""(not) yet"", ""(not)yet"", ""yet""]}",17,101
2579,TOOTHBRUSH,A device to brush one's teeth.,2579,"{""chinese"": [""\u7259\u5237""], ""english"": [""tooth stick, toothbrush"", ""toothbrush""], ""german"": [""zahnb\u00fcrste""], ""russian"": [""\u0437\u0443\u0431\u043d\u0430\u044f \u0449\u0451\u0442\u043a\u0430""], ""spanish"": [""cepillo de dientes""], ""french"": [""brosse \u00e0 dents, frotte-dents en bois""]}",25,212
2581,OCTOPUS,A cephalopod mollusct of the order Octopoda.,2581,"{""english"": [""octopus""], ""spanish"": [""pulpo""], ""russian"": [""\u043e\u0441\u044c\u043c\u0438\u043d\u043e\u0433""]}",20,149
2585,RACQUET,A sports implement consisting of a handled frame with an open hoop across which a network of strings is streched tightly.,2585,"{""english"": [""racquet""], ""spanish"": [""raqueta""]}",7,45
2586,SEAHORSE,A series of small marine fishes in the genus Hippocampus.,2586,"{""english"": [""seahorse""], ""german"": [""seepferdchen""]}",11,73
2587,DARTS,A game in which small arrows are thrown on a target.,2587,"{""english"": [""dart"", ""dart (blowgun) ""], ""german"": [""dart""], ""french"": [""fl\u00e9chette""], ""chinese"": [""\u98de\u9556""], ""russian"": [""\u0434\u0440\u043e\u0442\u0438\u043a""]}",25,158
2588,GLOBE,A spherical representation of the earth.,2588,"{""chinese"": [""\u5730\u7403""], ""english"": [""globe""], ""french"": [""globe""], ""russian"": [""\u0437\u0435\u043c\u043b\u044f""], ""spanish"": [""globo""]}",33,193
2589,WREATH,An assortment of flowers and other things that is constructed to resemble a ring.,2589,"{""english"": [""wreath"", ""wreath for the death""], ""spanish"": [""corona""], ""chinese"": [""\u82b1\u5708""]}",21,137
2590,HARMONICA,A mouth organ (musical instrument).,2590,"{""english"": [""harmonica"", ""mouth organ""], ""chinese"": [""\u53e3\u7434""], ""german"": [""mundharmonika""], ""spanish"": [""arm\u00f3nica""]}",21,159
2591,RHINOCEROS,A group of different species of odd-toed ungulates in the family Rhinocerotidae.,2591,"{""english"": [""rhino"", ""rhinoceros""], ""spanish"": [""rinoceronte""], ""french"": [""rhinoc\u00e9ros""], ""german"": [""nashorn"", ""rhinoceros""], ""russian"": [""\u043d\u043e\u0441\u043e\u0440\u043e\u0433""]}",29,167
2593,STILTS,Poles or pillars allowing a person to stand at a height above the ground.,2593,"{""english"": [""stilts""], ""spanish"": [""zancos""]}",5,25
2595,CACTUS,A mamber of the plant family Cactaceae.,2595,"{""english"": [""cactus""], ""french"": [""cactus""], ""spanish"": [""cactus""]}",29,177
2597,HARP,A string musical instrument.,2597,"{""english"": [""harp""], ""french"": [""harpe"", ""harpe, cith\u00e8re""], ""german"": [""harfe""], ""spanish"": [""arpa""]}",34,189
2601,UNICORN,A legendary animal with a horn on the forehead.,2601,"{""english"": [""unicorn""], ""french"": [""licorne ""]}",14,98
2602,FUNNEL,A pipe with a wide mouth used to channel liquid into containers with small opening.,2602,"{""english"": [""funnel""]}",20,124
2603,ACCORDION,A musical instrument.,2603,"{""english"": [""accordion""], ""spanish"": [""acorde\u00f3n""], ""german"": [""akkordeon""], ""french"": [""accord\u00e9on""]}",25,151
2604,NOOSE,A loop at the end of a rope.,2604,"{""english"": [""noose"", ""noose, loop, snare""], ""german"": [""schlinge""], ""russian"": [""\u043f\u0435\u0442\u043b\u044f""]}",33,195
2605,ASPARAGUS,A spring vegetable.,2605,"{""english"": [""asparagus""], ""german"": [""spargel""], ""french"": [""asperge""], ""spanish"": [""esp\u00e1rrago""]}",21,121
2606,COMPASS,An instrument for navigation and orientation.,2606,"{""english"": [""compass"", ""compass (mariners' directional tool)""], ""spanish"": [""br\u00fajula"", ""comp\u00e1s""], ""french"": [""boussole"", ""compas""], ""chinese"": [""\u7f57\u76d8""], ""russian"": [""\u043a\u043e\u043c\u043f\u0430\u0441""]}",38,252
2607,TRIPOD,A portable three-legged frame used as a platform for supporting the weight of some other object.,2607,"{""english"": [""tripod"", ""trivet""], ""chinese"": [""\u4e09\u811a\u67b6""], ""spanish"": [""tr\u00edpode""]}",21,138
2609,SPHINX,A fable animal that occurs in Greek mythology.,2609,"{""english"": [""sphinx""]}",2,33
263,HERDSMAN,A man who looks after a herd of animals.,263,"{""english"": [""herdsman"", ""the herdsman""], ""french"": [""bouvier, berger, p\u00e2tre""], ""portuguese"": [""pastor""], ""russian"": [""\u043f\u0430\u0441\u0442\u0443\u0445""], ""spanish"": [""pastor, vaquero""]}",17,99
2640,LARVA,A distinct juvenile form many animals undergo before metamorphosis into adults.,2640,"{""english"": [""larva"", ""maggot"", ""maggot (in rotten meat)"", ""maggot / larva""], ""chinese"": [""\u86c6"", ""\u86c6/\u86c6\u866b""], ""french"": [""asticot, ver blanc""], ""portuguese"": [""larva"", ""tapuru""]}",27,160
2643,INK,"A liquid or paste that contains pigments or dyes and is used to color a surface to produce an image, text, or design.",2643,"{""english"": [""black_ink"", ""ink"", ""ink (chinese)"", ""squid (ink)""], ""chinese"": [""\u58a8"", ""\u58a8\u6c34""]}",33,203
265,FOWL,A bird that is kept for its meat and eggs.,265,"{""english"": [""chicken / fowl"", ""fowl"", ""fowl (chicken)"", ""fowl (hen)"", ""fowl, chicken"", ""hen, fowl"", ""the fowl""], ""french"": [""volaille""], ""portuguese"": [""ave""], ""russian"": [""\u0434\u043e\u043c\u0430\u0448\u043d\u044f\u044f \u043f\u0442\u0438\u0446\u0430""], ""spanish"": [""ave (de corral)""], ""german"": [""huhn""]}",33,206
