ID,Dataset_ID,Language_ID,Name,Note,Other,Source,Category,Structure,Rating,Tag,Datatype,valueUrl
Chedid-2019-Familiarity-FRENCH_FAMILIARITY_MEAN,Chedid-2019-Familiarity,fra,,Mean of the conceptual familiarity ratings based on a scale from 0 (extreme left) to 100 (extreme right).,,,ratings,mean,user,familiarity,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""100""}",
Chedid-2019-Familiarity-FRENCH_FAMILIARITY_MAX,Chedid-2019-Familiarity,fra,,The maximum of conceptual familiarity ratings based on a scale from 0 (extreme left) to 100 (extreme right).,maximum,,ratings,numeric,user,familiarity,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""100""}",
Chedid-2019-Familiarity-FRENCH_FAMILIARITY_MIN,Chedid-2019-Familiarity,fra,,The minimum of conceptual familiarity ratings based on a scale from 0 (extreme left) to 100 (extreme right).,minimum,,ratings,numeric,user,familiarity,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""100""}",
Zhong-2022-664-VISUAL_MEAN,Zhong-2022-664,zho,,Visual strength: mean rating (0–5) of how strongly the concept is experienced by seeing.,visual,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Zhong-2022-664-AUDITORY_MEAN,Zhong-2022-664,zho,,Auditory strength: mean rating (0–5) of how strongly the concept is experienced by hearing.,auditory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Zhong-2022-664-GUSTATORY_MEAN,Zhong-2022-664,zho,,Gustatory strength: mean rating (0–5) of how strongly the concept is experienced by tasting.,gustatory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Zhong-2022-664-OLFACTORY_MEAN,Zhong-2022-664,zho,,Olfactory strength: mean rating (0–5) of how strongly the concept is experienced by smelling.,olfactory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Zhong-2022-664-HAPTIC_MEAN,Zhong-2022-664,zho,,Haptic strength: mean rating (0–5) of how strongly the concept is experienced by feeling through touch.,haptic,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Zhong-2022-664-INTEROCEPTIVE_MEAN,Zhong-2022-664,zho,,Interoceptive strength: mean rating (0–5) of how strongly the concept is experienced by sensations inside the body.,interoceptive,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Zhong-2022-664-PERCEPTUAL_MEAN,Zhong-2022-664,zho,,This value represents the mean perceptual strength.,perceptual strength,,ratings,mean,user,sensory modality,"""float""",
Zhong-2022-664-PERCEPTUAL_DOMINANT,Zhong-2022-664,zho,,"Perceptual modality through which the concept is experienced most strongly (i.e., with highest perceptual strength rating).",dominant perceptual strength,,ratings,linguistic,user,sensory modality,"{""base"": ""string"", ""format"": ""auditory|gustatory|gustatory/olfactory|interoceptive|olfactory|tactile|visual|visual/interoceptive""}",
Zhong-2022-664-PERCEPTUAL_STRENGTH_MAX,Zhong-2022-664,zho,,"Perceptual strength in the dominant modality (i.e., highest strength rating across six perceptual modalities).",maximum perceptual strength,,ratings,numeric,user,sensory modality,"""float""",
Zhong-2022-664-PERCEPTUAL_STRENGTH_AGGREGATED,Zhong-2022-664,zho,,"Aggregated perceptual strength in all modalities where the influence of weaker modalities is attenuated, calculated as Minkowski distance (with exponent 3) of the 6-dimension vector of perceptual strength from the origin.",aggregated perceptual strength,,ratings,normalized,user,sensory modality,"""float""",
Zhong-2022-664-PERCEPTUAL_STRENGTH_SUM,Zhong-2022-664,zho,,This value represents the summarized perceptual strength.,perceptual strength,,ratings,sum,user,sensory modality,"""float""",
Zhong-2022-664-PERCEPTUAL_EXCLUSIVITY,Zhong-2022-664,zho,,"Modality exclusivity of the concept; the extent to which a concept is experienced through a single perceptual modality (0–1, typically expressed as %), calculated as the range of perceptual strength values divided by their sum.",exclusivity perceptual strength,,ratings,percentage,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Zhong-2022-664-FOOT_ACTION_MEAN,Zhong-2022-664,zho,,Foot action strength: mean rating (0–5) of how strongly the concept is experienced by performaing an action with the foot / leg.,foot action strength,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Zhong-2022-664-HAND_ACTION_MEAN,Zhong-2022-664,zho,,Hand action strength: mean rating (0–5) of how strongly the concept is experienced by performaing an action with the hand / arm.,hand action strength,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Zhong-2022-664-MOUTH_ACTION_MEAN,Zhong-2022-664,zho,,Mouth action strength: mean rating (0–5) of how strongly the concept is experienced by performaing an action with the mouth / throat.,mouth action strength,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Zhong-2022-664-HEAD_ACTION_MEAN,Zhong-2022-664,zho,,Head action strength: mean rating (0–5) of how strongly the concept is experienced by performaing an action with the head excluding mouth.,head action strength,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Zhong-2022-664-TORSO_ACTION_MEAN,Zhong-2022-664,zho,,Torso action strength: mean rating (0–5) of how strongly the concept is experienced by performaing an action with the torso.,torso action strength,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Zhong-2022-664-ACTION_STRENGTH_MEAN,Zhong-2022-664,zho,,This value represents the mean action effector strength.,action strength,,ratings,mean,user,sensory modality,"""float""",
Zhong-2022-664-ACTION_STRENGTH_SUM,Zhong-2022-664,zho,,This value represents the summarized action effector strength.,action strength,,ratings,sum,user,sensory modality,"""float""",
Zhong-2022-664-ACTION_STRENGTH_MAX,Zhong-2022-664,zho,,"Action strength in the dominant effector (i.e., highest strength rating across five action effectors).",maximum action strength,,ratings,numeric,user,sensory modality,"""float""",
Zhong-2022-664-ACTION_STRENGTH_AGGREGATED,Zhong-2022-664,zho,,"Aggregated action strength in all effectors where the influence of weaker effectors is attenuated, calculated as Minkowski distance (with exponent 3) of the 5-dimension vector of action strength from the origin.",aggregated action strength,,ratings,normalized,user,sensory modality,"""float""",
Zhong-2022-664-ACTION_EXCLUSIVITY,Zhong-2022-664,zho,,"Effector exclusivity of the concept; the extent to which a concept is experienced through a single action effector (0–1, typically expressed as %), calculated as the range of action strength values divided by their sum.",exclusivity action strength,,ratings,percentage,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Zhong-2022-664-ACTION_DOMINANT,Zhong-2022-664,zho,,"Action effector through which the concept is experienced most strongly (i.e., with highest action strength rating).",dominant action strength,,ratings,linguistic,user,sensory modality,"{""base"": ""string"", ""format"": ""hand/arm|hand/arm\\+head|hand/arm\\+mouth/throat|hand/arm\\+mouth/throat\\+head|hand/arm\\+torso|head|head\\+torso|leg/foot|leg/foot\\+hand/arm|leg/foot\\+head|leg/foot\\+torso|mouth/throat|mouth/throat\\+head|mouth/throat\\+torso|torso""}",
Zhong-2022-664-SENSORIMOTOR_STRENGTH_MAX,Zhong-2022-664,zho,,"Sensorimotor strength in the dominant dimension (i.e., highest strength rating across 11 sensorimotor dimensions).",maximum sensorimotor strength,,ratings,numeric,user,sensory modality,"""float""",
Zhong-2022-664-SENSORIMOTOR_DOMINANT,Zhong-2022-664,zho,,"Sensorimotor dimension through which the concept is experienced most strongly (i.e., with highest sensorimotor strength rating).",dominant sensorimotor strength,,ratings,linguistic,user,sensory modality,"{""base"": ""string"", ""format"": ""auditory|auditory&month/throat|gustatory|gustatory&mouth/throat|gustatory/olfactory|hand/arm|interoceptive|leg/foot|mouth/throat|olfactory|tactile|visual|visual/interoceptive""}",
Zhong-2022-664-SENSORIMOTOR_STRENGTH_AGGREGATED,Zhong-2022-664,zho,,"Aggregated sensorimotor strength in all dimensions where the influence of weaker dimensions is attenuated, calculated as Minkowski distance (with exponent 3) of the 11-dimension vector of sensorimotor strength from the origin.",aggregated sensorimotor strength,,ratings,normalized,user,sensory modality,"""float""",
Zhong-2022-664-SENSORIMOTOR_STRENGTH_SUM,Zhong-2022-664,zho,,This value represents the summarized sensorimotor strength in all dimensions.,sensorimotor strength,,ratings,sum,user,sensory modality,"""float""",
Zhong-2022-664-SENSORIMOTOR_EXCLUSIVITY,Zhong-2022-664,zho,,"Sensorimotor exclusivity of the concept; the extent to which a concept is experienced through a single sensorimotor dimension (0–1, typically expressed as %), calculated as the range of sensorimotor strength values divided by their sum.",exclusivity sensorimotor strength,,ratings,percentage,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Zhong-2022-664-CONCRETE_ABSTRACT,Zhong-2022-664,zho,,This value represents the categorical distinction of whether the word is abstract or concrete.,,,ratings,linguistic,user,concrete/abstract,"{""base"": ""string"", ""format"": ""abstract|concrete""}",
Jackson-2019-24-VALENCE,Jackson-2019-24,eng,,Valence ratings for emotion concepts based on a 10-point Likert scale.,,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""10""}",
Jackson-2019-24-ACTIVATION,Jackson-2019-24,eng,,Arousal ratings for emotion concepts based on a 10-point Likert scale.,,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""10""}",
Jackson-2019-24-DOMINANCE,Jackson-2019-24,eng,,Dominance ratings for emotion concepts based on a 10-point Likert scale.,,,ratings,mean,user,dominance,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""10""}",
Jackson-2019-24-CERTAINTY,Jackson-2019-24,eng,,Certainty ratings for emotion concepts based on a 10-point Likert scale.,,,ratings,mean,user,certainty,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""10""}",
Jackson-2019-24-APPROACH_AVOIDANCE,Jackson-2019-24,eng,,Approach avoidance ratings for emotion concepts based on a 10-point Likert scale.,,,ratings,mean,user,approach avoidance,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""10""}",
Jackson-2019-24-SOCIALITY,Jackson-2019-24,eng,,Sociality ratings for emotion concepts based on a 10-point Likert scale.,,,ratings,mean,user,sociality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""10""}",
Wang-2021-90-ISC_BRAIN_OBJNOBJ,Wang-2021-90,zho,,"Intersubject consistency (ISC) values from brain data, calculated from the brain mask defined by contrasting object words with nonobject words.",,,norms,numeric,user,intersubject consistency,"""float""",
Wang-2021-90-ISC_BRAIN_WORDNEUROSYNTH,Wang-2021-90,zho,,"Intersubject consistency (ISC) values from brain data, calculated from the brain mask associated with the term word in the Neurosynth platform.",term word,,norms,numeric,user,intersubject consistency,"""float""",
Wang-2021-90-ISC_BRAIN_OBJEMONOBJNENOBJ,Wang-2021-90,zho,,"Intersubject consistency (ISC) values from brain data, calculated from the brain mask defined by contrasting objects versus emotional nonobjects versus nonemotional nonobjects.",object contrast,,norms,numeric,user,intersubject consistency,"""float""",
Wang-2021-90-ISC_BRAIN_OBJNOBJ_LEAVE2_TOP300,Wang-2021-90,zho,,"Intersubject consistency (ISC) values from brain data, calculated from the individual-subject brain mask defined by contrasting object words with nonobject words; there were 300 voxels in each subject mask.",individual-subject,,norms,numeric,user,intersubject consistency,"""float""",
Wang-2021-90-ISC_BEHAVIORAL,Wang-2021-90,zho,,Intersubject consistency (ISC) values from behavioral data.,behavioral,,norms,numeric,user,intersubject consistency,"""float""",
Wang-2021-90-SER_ZSCORE,Wang-2021-90,zho,,The averge of z-scores of language and sensory-experience rating means.,,,ratings,standardized,user,sensory experience,"""float""",
Wang-2021-90-LANGUAGE_DESCRIPTIVENESS_MEAN,Wang-2021-90,zho,,The rating mean of language descriptiveness on a 7-point scale.,,,ratings,mean,user,descriptiveness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wang-2021-90-SER_MEAN,Wang-2021-90,zho,,The rating mean of sensory experience on a 7-point scale.,,,ratings,mean,user,sensory experience,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wang-2021-90-NAVIGATION_MEAN,Wang-2021-90,zho,,The rating mean of navigation on a 7-point scale.,,,ratings,mean,user,navigation,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wang-2021-90-MANIPULATION_MEAN,Wang-2021-90,zho,,The rating mean of manipulation on a 7-point scale.,manipulability,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wang-2021-90-STRESS_ACTION_MEAN,Wang-2021-90,zho,,The rating mean of stress-related action on a 7-point scale.,stress-related,,ratings,mean,user,action,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wang-2021-90-AROUSAL_MEAN,Wang-2021-90,zho,,The rating mean of arousal on a 7-point scale.,,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wang-2021-90-VALENCE_MEAN,Wang-2021-90,zho,,The rating mean of emotional valence on a 7-point scale.,,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wang-2021-90-STROKE,Wang-2021-90,zho,,Total number of strokes of the whole-word.,,,norms,cardinality,meta,strokes,"""nonNegativeInteger""",
Wang-2021-90-FAMILIARITY_MEAN,Wang-2021-90,zho,,The rating mean of familiarity on a 7-point scale.,,,ratings,mean,user,familiarity,"""float""",
List-2014-1280-COMMUNITY_LABEL,List-2014-1280,eng,,This is the most central node in each of the community clusters in CLICS1.,central concept,,relations,linguistic,concept lists,polysemy,"""string""",
List-2014-1280-COMMUNITY_ID,List-2014-1280,eng,,This is the community identifier.,community,,relations,numeric,concept lists,polysemy,"""integer""",
List-2014-1280-COMMUNITY_URL,List-2014-1280,eng,,This is the community URL.,community,,relations,linguistic,concept lists,polysemy,"""string""",
List-2014-1280-SUBGRAPH_ID,List-2014-1280,eng,,This is the subgraph identifier.,subgraph,,relations,numeric,concept lists,polysemy,"""integer""",
List-2014-1280-SUBGRAPH_URL,List-2014-1280,eng,,This is the subgraph URL.,subgraph,,relations,linguistic,concept lists,polysemy,"""string""",
List-2014-1280-FREQUENCY,List-2014-1280,eng,,This is the number of times a translation for a given concept occurs in the CLICS1 data.,frequency,,relations,cardinality,concept lists,polysemy,"""integer""",
List-2014-1280-DEGREE,List-2014-1280,eng,,This is the number of concepts to which a given concept links.,degree,,relations,numeric,concept lists,polysemy,"""integer""",
List-2014-1280-WEIGHTED_DEGREE,List-2014-1280,eng,,This is the number of languages in which the concept links to any other concept.,weighted degree,,relations,numeric,concept lists,polysemy,"""integer""",
List-2014-1280-RANK,List-2014-1280,eng,,This is the rank based on the degree.,rank,,relations,ordinality,concept lists,polysemy,"""integer""",
List-2018-1105-FAMILY_FREQUENCY,List-2018-1105,eng,,This is the number of times a translation for a given concept occurs across language families.,family,,relations,cardinality,concept lists,polysemy,"""integer""",
List-2018-1105-LANGUAGE_FREQUENCY,List-2018-1105,eng,,This is the number of times a translation for a given concept occurs across language varieties.,language,,relations,cardinality,concept lists,polysemy,"""integer""",
List-2018-1105-WORD_FREQUENCY,List-2018-1105,eng,,This is the number of times a translation for a given concept occurs for a given word.,word,,relations,cardinality,concept lists,polysemy,"""integer""",
List-2018-1105-RANK,List-2018-1105,eng,,This is the rank based on the degree.,rank,,relations,ordinality,concept lists,polysemy,"""integer""",
List-2018-1105-COMMUNITY,List-2018-1105,eng,,This is the community identifier.,community,,relations,numeric,concept lists,polysemy,"""integer""",
List-2018-1105-CENTRAL_CONCEPT,List-2018-1105,eng,,This is the most central node in each of the community clusters in CLICS3.,central concept,,relations,linguistic,concept lists,polysemy,"""string""",
List-2018-1105-DEGREE,List-2018-1105,eng,,This is the number of concepts to which a given concept links.,degree,,relations,numeric,concept lists,polysemy,"""integer""",
List-2018-1105-WEIGHTED_FAMILY_DEGREE,List-2018-1105,eng,,This is the weighted degree for each node across language families.,weighted family degree,,relations,numeric,concept lists,polysemy,"""integer""",
List-2018-1105-WEIGHTED_LANGUAGE_DEGREE,List-2018-1105,eng,,This is the weighted degree for each node across language varieties.,weighted language degree,,relations,numeric,concept lists,polysemy,"""integer""",
Bolognesi-2022-Specificity-ITALIAN_SPECIFICITY_MEAN,Bolognesi-2022-Specificity,ita,,The values are based on specificity ratings collected from Italian speakers using the Best-Worst Scaling method and then converted into a 5-point scale (1-5) for better comparability.,,,ratings,mean,users,specificity,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
Montefinese-2014-AffectiveRatings-ITALIAN_FAMILIARITY_MEAN,Montefinese-2014-AffectiveRatings,ita,,"Mean familiarity ratings, with 1 being unfamiliar and 9 highly familiar.",,,ratings,mean,users,familiarity,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Montefinese-2014-AffectiveRatings-ITALIAN_IMAGEABILITY_MEAN,Montefinese-2014-AffectiveRatings,ita,,"Mean imageability ratings, with 1 being unimaginable and 9 highly imaginable.",,,ratings,mean,users,imageability,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Montefinese-2014-AffectiveRatings-ITALIAN_CONCRETENESS_MEAN,Montefinese-2014-AffectiveRatings,ita,,"Mean concreteness ratings, with 1 being abstract and 9 highly concrete.",,,ratings,mean,users,concreteness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Montefinese-2014-AffectiveRatings-ITALIAN_VALENCE_ALL_MEAN,Montefinese-2014-AffectiveRatings,ita,,"Mean valence ratings across all participants, with 1 being very unpleasant and 9 very pleasant.",,,ratings,mean,users,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Montefinese-2014-AffectiveRatings-ITALIAN_AROUSAL_ALL_MEAN,Montefinese-2014-AffectiveRatings,ita,,"Mean arousal ratings across all participants, with 1 being very calm and 9 very aroused.",,,ratings,mean,users,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Montefinese-2014-AffectiveRatings-ITALIAN_DOMINANCE_ALL_MEAN,Montefinese-2014-AffectiveRatings,ita,,"Mean dominance ratings across all participants, with 1 being very submissive and 9 very dominant.",,,ratings,mean,users,dominance,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Montefinese-2014-AffectiveRatings-ITALIAN_VALENCE_FEMALE_MEAN,Montefinese-2014-AffectiveRatings,ita,,"Mean valence ratings across female participants, with 1 being very unpleasant and 9 very pleasant.",female,,ratings,mean,users,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Montefinese-2014-AffectiveRatings-ITALIAN_AROUSAL_FEMALE_MEAN,Montefinese-2014-AffectiveRatings,ita,,"Mean arousal ratings across female participants, with 1 being very calm and 9 very aroused.",female,,ratings,mean,users,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Montefinese-2014-AffectiveRatings-ITALIAN_DOMINANCE_FEMALE_MEAN,Montefinese-2014-AffectiveRatings,ita,,"Mean dominance ratings across female participants, with 1 being very submissive and 9 very dominant.",female,,ratings,mean,users,dominance,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Montefinese-2014-AffectiveRatings-ITALIAN_VALENCE_MALE_MEAN,Montefinese-2014-AffectiveRatings,ita,,"Mean valence ratings across male participants, with 1 being very unpleasant and 9 very pleasant.",male,,ratings,mean,users,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Montefinese-2014-AffectiveRatings-ITALIAN_AROUSAL_MALE_MEAN,Montefinese-2014-AffectiveRatings,ita,,"Mean arousal ratings across male participants, with 1 being very calm and 9 very aroused.",male,,ratings,mean,users,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Montefinese-2014-AffectiveRatings-ITALIAN_DOMINANCE_MALE_MEAN,Montefinese-2014-AffectiveRatings,ita,,"Mean dominance ratings across male participants, with 1 being very submissive and 9 very dominant.",male,,ratings,mean,users,dominance,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
DiNatale-2021a-AffectiveColexifications-VALENCE_LANGUAGE_CLICS3_NRCVAD,DiNatale-2021a-AffectiveColexifications,eng,,"Valence ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",language,,ratings,mean,corpus,valence,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}",
DiNatale-2021a-AffectiveColexifications-AROUSAL_LANGUAGE_CLICS3_NRCVAD,DiNatale-2021a-AffectiveColexifications,eng,,"Arousal ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",language,,ratings,mean,corpus,arousal,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}",
DiNatale-2021a-AffectiveColexifications-DOMINANCE_LANGUAGE_CLICS3_NRCVAD,DiNatale-2021a-AffectiveColexifications,eng,,"Dominance ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",language,,ratings,mean,corpus,dominance,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}",
DiNatale-2021a-AffectiveColexifications-VALENCE_LANGUAGE_FAMILY_CLICS3_NRCVAD,DiNatale-2021a-AffectiveColexifications,eng,,"Valence ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",family,,ratings,mean,corpus,valence,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}",
DiNatale-2021a-AffectiveColexifications-AROUSAL_LANGUAGE_FAMILY_CLICS3_NRCVAD,DiNatale-2021a-AffectiveColexifications,eng,,"Arousal ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",family,,ratings,mean,corpus,arousal,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}",
DiNatale-2021a-AffectiveColexifications-DOMINANCE_LANGUAGE_FAMILY_CLICS3_NRCVAD,DiNatale-2021a-AffectiveColexifications,eng,,"Dominance ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).",family,,ratings,mean,corpus,dominance,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}",
DiNatale-2021a-AffectiveColexifications-VALENCE_MEAN_CLICS3_NRCVAD,DiNatale-2021a-AffectiveColexifications,eng,,Computed mean valence ratings. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).,,,ratings,mean,corpus,valence,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}",
DiNatale-2021a-AffectiveColexifications-AROUSAL_MEAN_CLICS3_NRCVAD,DiNatale-2021a-AffectiveColexifications,eng,,Computed mean arousal ratings. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).,,,ratings,mean,corpus,arousal,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}",
DiNatale-2021a-AffectiveColexifications-DOMINANCE_MEAN_CLICS3_NRCVAD,DiNatale-2021a-AffectiveColexifications,eng,,Computed mean dominance ratings. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the NRC VAD Lexicon (Mohammad [2018a](sources.bib#cldf:Mohammad2018a)).,,,ratings,mean,corpus,dominance,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}",
DiNatale-2021b-AffectiveColexifications-VALENCE_LANGUAGE_CLICS3_WKB,DiNatale-2021b-AffectiveColexifications,eng,,"Valence ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).",language,,ratings,mean,corpus,valence,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}",
DiNatale-2021b-AffectiveColexifications-AROUSAL_LANGUAGE_CLICS3_WKB,DiNatale-2021b-AffectiveColexifications,eng,,"Arousal ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).",language,,ratings,mean,corpus,arousal,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}",
DiNatale-2021b-AffectiveColexifications-DOMINANCE_LANGUAGE_CLICS3_WKB,DiNatale-2021b-AffectiveColexifications,eng,,"Dominance ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language weight of the links. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).",language,,ratings,mean,corpus,dominance,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}",
DiNatale-2021b-AffectiveColexifications-VALENCE_LANGUAGE_FAMILY_CLICS3_WKB,DiNatale-2021b-AffectiveColexifications,eng,,"Valence ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).",family,,ratings,mean,corpus,valence,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}",
DiNatale-2021b-AffectiveColexifications-AROUSAL_LANGUAGE_FAMILY_CLICS3_WKB,DiNatale-2021b-AffectiveColexifications,eng,,"Arousal ratings of a word as the mean of the ratings of neighboring words in the colexification network, weighing the mean by the language family weight of the links. The value is constructed based on CLICS3 (Rzymski et al. [2020](sources.bib#cldf:Rzymski2020)) and the affective ratings by Warriner et al. ([2013](sources.bib#cldf:Warriner2013)).",family,,ratings,mean,corpus,arousal,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""9""}",
